"","h_type","h_ownership","h_es","h_ehr","h_rating","h_mortality","h_soc","h_ra","h_pex","h_eoc","h_toc","h_imaging"
"2471","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Not Available'","'Not Available'","'Same as the national average'","'Not Available'","'Same as the national average'","'Same as the national average'","'Not Available'"
"2472","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"2473","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Below the national average'","'Below the national average'","'Not Available'","'Not Available'","'Not Available'"
"2474","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Same as the national average'","'Not Available'","'Not Available'","'Not Available'"
"2475","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Same as the national average'","'Above the national average'","'Not Available'","'Not Available'","'Not Available'"
"2476","'Critical Access Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Below the national average'","'Above the national average'","'Not Available'","'Not Available'","'Not Available'"
"2477","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Not Available'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2478","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2479","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'"
"2480","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2481","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2482","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2483","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"2484","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Below the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2485","'Acute Care Hospitals'","'Government - Hospital District or Authority'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Above the national average'"
"2486","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"2487","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'"
"2488","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","LHQ","'Above the national average'","'Same as the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
